date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:57:04	95/95	---M--	200	added ('OK')	text/plain	etag:%224e4c49d51080565e24c35f1d32a14891-ssl%22	https://parker.studio/robots.txt		(from )
15:57:05	113881/113881	---MCZ	200	added ('OK')	text/html	etag:%2252b6acd957595fdad68fd9caf5e41ffa-ssl-df%22	https://parker.studio/	~/parker_about_mirror2/parker.studio/index.html	(from )
15:57:05	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1722446556-ssl-df	https://parker.studio/img/twitter.jpg	~/parker_about_mirror2/parker.studio/img/twitter.0.delayed	(from https://parker.studio/)
15:57:06	1439/1439	---M--	200	added ('OK')	image/png	etag:%220ca9d56a657a0c280b1db00d2c3cf37f-ssl%22	https://parker.studio/favicon.png	~/parker_about_mirror2/parker.studio/favicon.png	(from https://parker.studio/)
15:57:08	3446/3446	---MCZ	200	added ('OK')	application/javascript	etag:%22f1c9864c5b2b76297ba95a3b48299921-ssl-df%22	https://parker.studio/_nuxt/e1641bc.js	~/parker_about_mirror2/parker.studio/_nuxt/e1641bc.js	(from https://parker.studio/)
15:57:09	253652/253652	---MCZ	200	added ('OK')	application/javascript	etag:%228bd95d4ec4e7aae2b016bdb1871be0a6-ssl-df%22	https://parker.studio/_nuxt/cff0cb3.js	~/parker_about_mirror2/parker.studio/_nuxt/cff0cb3.js	(from https://parker.studio/)
15:57:10	483659/483659	---MCZ	200	added ('OK')	application/javascript	etag:%227822cbd1754fb6a4bae74cb9cc0387e2-ssl-df%22	https://parker.studio/_nuxt/fba65e2.js	~/parker_about_mirror2/parker.studio/_nuxt/fba65e2.js	(from https://parker.studio/)
15:57:11	119119/119119	---MCZ	200	added ('OK')	application/javascript	etag:%22fb9e509fe7c7c76def7b93e591cb9dcc-ssl-df%22	https://parker.studio/_nuxt/8b19353.js	~/parker_about_mirror2/parker.studio/_nuxt/8b19353.js	(from https://parker.studio/)
15:57:12	91619/91619	---M-Z	200	added ('OK')	application/javascript	etag:%22de50ccd548160bb90e263a7c005701c9-ssl-df%22	https://parker.studio/_nuxt/e7408dc.js	~/parker_about_mirror2/parker.studio/_nuxt/e7408dc.js	(from https://parker.studio/)
15:57:13	43407/43407	---MCZ	200	added ('OK')	application/javascript	etag:%22eae303bf485970ad076b03961dff1535-ssl-df%22	https://parker.studio/_nuxt/4fa61b5.js	~/parker_about_mirror2/parker.studio/_nuxt/4fa61b5.js	(from https://parker.studio/)
